# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CG8083	FBgn0025709	FBtr0088560	protein_coding	2	9	3	155	0	1	4	0	0	0	0	29	2	0	41	3	0	0	0	0	2	0	0	0	0	6	83
CG8083	FBgn0025709	FBtr0088561	protein_coding	2	8	3	156	0	1	3	0	0	0	0	29	2	0	42	3	0	0	0	0	1	0	0	0	0	6	83
CG8083	FBgn0025709	FBtr0088562	protein_coding	2	8	3	156	0	1	3	0	0	0	0	29	2	0	42	3	0	0	0	0	1	0	0	0	0	6	83
CG8086	FBgn0032010	FBtr0079620	protein_coding	0	4	0	566	0	0	9	0	0	0	0	157	0	0	258	0	0	0	0	0	1	0	0	0	1	2	143
CG8086	FBgn0032010	FBtr0079621	protein_coding	0	4	0	438	0	0	0	0	0	0	0	157	0	0	133	0	0	0	0	0	1	0	0	0	1	2	149
CG8086	FBgn0032010	FBtr0306391	protein_coding	0	59	21	368	5	0	0	0	0	0	0	156	0	0	58	21	0	0	0	0	1	0	0	0	0	59	149
CG8086	FBgn0032010	FBtr0306392	protein_coding	0	59	22	367	5	0	0	0	0	0	0	156	0	0	57	22	0	0	0	0	1	0	0	0	0	59	149
CG8086	FBgn0032010	FBtr0332360	protein_coding	0	59	22	367	5	0	0	0	0	0	0	156	0	0	57	22	0	0	0	0	1	0	0	0	0	59	149
CG8086	FBgn0032010	FBtr0332361	protein_coding	0	57	21	498	5	0	9	0	0	0	0	156	0	0	185	21	0	0	0	0	1	0	0	0	0	57	143
CG8086	FBgn0032010	FBtr0332362	protein_coding	0	1	0	575	5	0	9	0	0	0	0	156	0	0	262	0	0	0	0	0	0	0	0	0	0	1	143
CG8086	FBgn0032010	FBtr0332363	protein_coding	0	59	21	368	5	0	0	0	0	0	0	156	0	0	58	21	0	0	0	0	1	0	0	0	0	59	149
CG8086	FBgn0032010	FBtr0332364	protein_coding	0	55	21	372	5	0	0	0	0	0	0	156	0	0	62	21	0	0	0	0	0	0	0	0	0	55	149
CG8086	FBgn0032010	FBtr0332365	protein_coding	0	59	21	368	5	0	0	0	0	0	0	156	0	0	58	21	0	0	0	0	1	0	0	0	0	59	149
CG8086	FBgn0032010	FBtr0332366	protein_coding	0	57	21	370	5	0	0	0	0	0	0	156	0	0	60	21	0	0	0	0	0	0	0	0	0	57	149
CG8086	FBgn0032010	FBtr0332367	protein_coding	0	57	21	370	5	0	0	0	0	0	0	156	0	0	60	21	0	0	0	0	1	0	0	0	0	57	149
CG8087	FBgn0038241	FBtr0082983	protein_coding	0	2	4	306	0	0	0	1	1	0	0	139	0	0	0	2	0	0	0	0	0	0	0	0	0	2	167
CG8089	FBgn0033993	FBtr0087418	protein_coding	1	30	15	324	3	2	5	0	0	0	0	94	1	0	0	15	0	0	0	0	2	0	0	0	0	26	222
CG8093	FBgn0033999	FBtr0087401	protein_coding	0	14	1	116	2	0	0	0	0	0	0	38	0	0	4	1	0	0	0	0	1	0	0	0	0	13	73
CG8093	FBgn0033999	FBtr0339997	protein_coding	0	14	1	119	3	0	0	0	0	0	0	40	0	0	4	1	0	0	0	0	1	0	0	0	0	13	73
CG8097	FBgn0030660	FBtr0074047	protein_coding	0	5	1	138	0	0	0	0	0	0	0	93	0	0	0	1	0	0	0	0	0	0	0	0	0	5	45
CG8097	FBgn0030660	FBtr0340344	protein_coding	0	5	1	143	5	0	0	0	0	0	0	93	0	0	0	1	0	0	0	0	0	0	0	0	0	5	45
CG8100	FBgn0036410	FBtr0075779	protein_coding	2	29	49	387	0	0	0	0	0	0	0	225	2	0	10	49	0	0	0	0	1	0	1	0	0	29	152
CG8100	FBgn0036410	FBtr0334054	protein_coding	2	30	49	395	17	0	0	0	0	0	0	216	2	0	10	49	0	0	0	0	2	0	1	0	0	29	152
CG8102	FBgn0034007	FBtr0087393	protein_coding	0	24	0	204	1	0	1	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	24	101
CG8102	FBgn0034007	FBtr0087394	protein_coding	0	24	0	204	1	0	1	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	24	101
CG8105	FBgn0030661	FBtr0074048	protein_coding	0	20	5	167	0	0	0	0	0	0	0	125	0	0	3	5	0	0	0	0	1	0	0	0	0	19	40
CG8108	FBgn0027567	FBtr0076339	protein_coding	0	19	7	366	0	1	6	0	0	1	0	219	0	0	59	6	0	0	0	0	3	0	0	0	0	15	85
CG8108	FBgn0027567	FBtr0076340	protein_coding	0	20	7	365	0	1	5	0	0	1	0	219	0	0	60	6	0	0	0	0	4	0	0	0	0	15	85
CG8111	FBgn0035825	FBtr0076770	protein_coding	0	20	3	210	4	0	0	0	0	0	0	169	0	0	5	3	0	0	0	0	1	0	0	0	0	19	33
CG8112	FBgn0037612	FBtr0305337	protein_coding	0	6	7	122	0	1	1	0	0	0	0	64	0	0	5	7	0	0	0	0	0	0	0	0	0	5	52
CG8112	FBgn0037612	FBtr0305338	protein_coding	1	4	5	107	2	1	1	0	0	0	0	51	0	0	2	5	0	0	1	0	1	0	0	0	0	3	52
CG8112	FBgn0037612	FBtr0343149	protein_coding	0	4	5	126	6	1	1	0	0	0	0	64	0	0	4	5	0	0	0	0	1	0	0	0	0	2	52
CG8116	FBgn0037614	FBtr0081905	protein_coding	1	3	0	175	10	1	6	0	0	0	0	66	0	0	23	0	0	0	0	1	1	0	0	0	0	1	72
CG8116	FBgn0037614	FBtr0300543	protein_coding	1	3	0	189	19	1	6	0	0	0	0	71	0	0	23	0	0	0	0	1	1	0	0	0	0	1	72
CG8116	FBgn0037614	FBtr0300544	protein_coding	1	3	0	175	10	1	6	0	0	0	0	66	0	0	23	0	0	0	0	1	1	0	0	0	0	1	72
CG8117	FBgn0030663	FBtr0074050	protein_coding	0	0	1	224	8	0	1	0	0	0	0	104	0	0	0	1	0	0	0	0	0	0	0	0	0	0	111
CG8119	FBgn0030664	FBtr0074051	protein_coding	0	2	0	256	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	2	157
CG8121	FBgn0037680	FBtr0082017	protein_coding	0	2	1	84	9	0	0	0	0	0	0	27	0	0	3	1	0	0	0	0	1	0	0	0	0	1	46
CG8121	FBgn0037680	FBtr0082018	protein_coding	0	2	1	81	8	0	0	0	0	0	0	25	0	0	3	1	0	0	0	0	1	0	0	0	0	1	46
CG8121	FBgn0037680	FBtr0082019	protein_coding	0	2	1	81	8	0	0	0	0	0	0	25	0	0	3	1	0	0	0	0	1	0	0	0	0	1	46
CG8128	FBgn0030668	FBtr0074053	protein_coding	0	6	1	172	5	1	4	0	0	0	0	53	0	0	13	1	0	0	0	0	0	0	0	0	0	5	97
CG8128	FBgn0030668	FBtr0343332	protein_coding	0	6	1	172	5	1	7	0	0	0	0	53	0	0	10	1	0	0	0	0	0	0	0	0	0	5	97
CG8129	FBgn0037684	FBtr0082026	protein_coding	0	9	1	110	1	0	1	0	0	0	0	59	0	0	12	1	0	0	0	0	0	0	0	0	0	9	37
CG8129	FBgn0037684	FBtr0082027	protein_coding	0	8	1	108	1	0	1	0	0	0	0	59	0	0	4	1	0	0	0	0	0	0	0	0	0	8	43
CG8132	FBgn0037687	FBtr0082029	protein_coding	0	4	1	94	4	0	3	0	0	0	0	37	0	0	0	1	0	0	0	0	0	0	0	0	0	4	50
CG8134	FBgn0030671	FBtr0074054	protein_coding	0	5	3	85	0	0	2	0	0	0	0	28	0	0	5	3	0	0	0	0	0	0	0	0	0	5	50
CG8134	FBgn0030671	FBtr0344214	protein_coding	0	5	3	86	0	0	2	0	0	0	0	29	0	0	5	3	0	0	0	0	0	0	0	0	0	5	50
CG8135	FBgn0037689	FBtr0082030	protein_coding	0	9	2	99	0	0	2	0	0	0	0	38	0	0	7	2	0	0	0	0	0	0	0	0	0	9	52
CG8136	FBgn0037616	FBtr0081908	protein_coding	0	9	5	118	1	0	0	0	0	0	0	68	0	0	0	5	0	0	0	0	0	0	0	0	0	9	49
CG8136	FBgn0037616	FBtr0081909	protein_coding	0	9	5	118	1	0	0	0	0	0	0	68	0	0	0	5	0	0	0	0	0	0	0	0	0	9	49
CG8136	FBgn0037616	FBtr0081910	protein_coding	2	8	4	118	1	0	0	0	0	0	0	68	0	0	2	4	0	0	0	2	0	0	0	0	0	8	49
CG8136	FBgn0037616	FBtr0300545	protein_coding	2	8	4	118	1	0	0	0	0	0	0	68	0	0	2	4	0	0	0	2	0	0	0	0	0	8	49
CG8138	FBgn0038122	FBtr0082732	protein_coding	0	3	2	161	2	1	1	0	0	0	0	82	0	0	1	2	0	0	0	0	0	0	0	0	0	2	75
CG8141	FBgn0038125	FBtr0082734	protein_coding	0	5	15	192	0	2	10	0	0	1	0	96	0	0	3	14	0	0	0	0	1	0	0	0	0	2	84
CG8142	FBgn0030871	FBtr0074472	protein_coding	0	11	0	115	1	0	0	0	0	0	0	70	0	0	2	0	0	0	0	0	1	0	0	0	0	10	43
CG8145	FBgn0037617	FBtr0081911	protein_coding	0	4	8	123	1	0	1	0	0	0	0	61	0	0	4	8	0	0	0	0	0	0	0	0	0	4	56
CG8145	FBgn0037617	FBtr0337073	protein_coding	0	4	8	127	13	0	1	0	0	0	0	53	0	0	4	8	0	0	0	0	0	0	0	0	0	4	56
CG8145	FBgn0037617	FBtr0346112	protein_coding	0	4	8	130	22	0	1	0	0	0	0	47	0	0	4	8	0	0	0	0	0	0	0	0	0	4	56
CG8147	FBgn0043791	FBtr0082060	protein_coding	0	10	2	138	0	0	0	0	0	0	0	66	0	0	1	2	0	0	0	0	0	0	0	0	0	10	71
CG8149	FBgn0037700	FBtr0082061	protein_coding	0	3	0	106	2	0	0	0	0	0	0	50	0	0	1	0	0	0	0	0	1	0	0	0	0	2	54
CG8152	FBgn0034008	FBtr0087392	protein_coding	0	8	6	183	7	0	1	0	0	0	0	102	0	0	0	6	0	0	0	0	0	0	0	0	0	8	73
CG8155	FBgn0034009	FBtr0087391	protein_coding	0	16	7	172	26	1	1	0	0	0	0	61	0	0	3	7	0	0	0	0	1	0	0	0	0	14	82
CG8157	FBgn0034010	FBtr0087390	protein_coding	0	3	3	178	2	0	0	0	0	1	0	39	0	0	4	2	0	0	0	0	1	0	0	0	0	2	134
CG8157	FBgn0034010	FBtr0340000	protein_coding	0	3	3	183	12	0	0	0	0	1	0	34	0	0	4	2	0	0	0	0	1	0	0	0	0	2	134
CG8159	FBgn0037619	FBtr0301194	protein_coding	0	1	4	117	1	0	1	0	0	0	0	41	0	0	0	4	0	0	0	0	0	0	0	0	0	1	74
CG8160	FBgn0034011	FBtr0087389	protein_coding	1	3	10	231	26	0	0	0	0	1	0	78	0	0	1	9	0	0	0	1	1	0	0	0	0	2	127
CG8170	FBgn0033365	FBtr0088665	protein_coding	0	31	6	414	3	0	11	1	0	0	0	99	0	0	172	5	0	0	0	0	4	0	0	0	0	29	131
CG8170	FBgn0033365	FBtr0110892	protein_coding	0	31	4	416	3	0	12	1	0	0	0	99	0	0	173	3	0	0	0	0	4	0	0	0	0	29	131
CG8172	FBgn0033362	FBtr0301191	protein_coding	0	8	3	254	3	0	7	0	0	0	0	75	0	0	72	3	0	0	0	0	1	0	0	0	0	7	98
CG8172	FBgn0033362	FBtr0301192	protein_coding	0	15	6	244	3	0	7	0	0	0	0	75	0	0	62	6	0	0	0	0	1	0	0	0	0	14	98
CG8172	FBgn0033362	FBtr0301193	protein_coding	0	14	3	218	3	1	3	0	0	0	0	75	0	0	36	3	0	0	0	0	0	0	0	0	0	13	101
CG8172	FBgn0033362	FBtr0339289	protein_coding	0	5	0	174	3	1	16	0	0	0	0	75	0	0	8	0	0	0	0	0	0	0	0	0	0	4	72
CG8173	FBgn0030864	FBtr0074475	protein_coding	0	7	1	165	2	1	3	0	0	0	0	54	0	0	15	1	0	0	0	0	0	0	0	0	0	6	91
CG8176	FBgn0037702	FBtr0082065	protein_coding	0	16	5	143	7	1	6	0	0	0	0	47	0	0	44	5	0	0	0	0	1	0	0	0	0	15	39
CG8176	FBgn0037702	FBtr0113207	protein_coding	0	17	5	142	7	1	6	0	0	0	0	47	0	0	43	5	0	0	0	0	1	0	0	0	0	16	39
CG8176	FBgn0037702	FBtr0334650	protein_coding	0	15	5	145	7	0	3	0	0	0	0	47	0	0	59	5	0	0	0	0	1	0	0	0	0	15	29
CG8176	FBgn0037702	FBtr0334651	protein_coding	0	16	5	144	7	0	3	0	0	0	0	47	0	0	58	5	0	0	0	0	1	0	0	0	0	16	29
CG8176	FBgn0037702	FBtr0334652	protein_coding	0	16	5	144	7	0	3	0	0	0	0	47	0	0	58	5	0	0	0	0	1	0	0	0	0	16	29
CG8177	FBgn0036043	FBtr0076317	protein_coding	0	46	5	736	16	1	12	0	0	0	0	68	0	0	470	5	0	0	0	0	3	0	0	0	0	42	173
CG8177	FBgn0036043	FBtr0076318	protein_coding	0	47	5	729	0	2	19	0	0	0	0	77	0	0	463	5	0	0	0	0	3	0	0	0	0	42	173
CG8177	FBgn0036043	FBtr0076319	protein_coding	0	51	6	731	13	2	25	0	0	0	0	71	0	0	453	6	0	0	0	0	4	0	0	0	0	45	173
CG8177	FBgn0036043	FBtr0076320	protein_coding	0	47	5	526	16	3	10	0	0	0	0	68	0	0	295	5	0	0	0	0	2	0	0	0	0	42	139
CG8177	FBgn0036043	FBtr0076321	protein_coding	0	51	6	521	13	3	10	0	0	0	0	71	0	0	291	6	0	0	0	0	3	0	0	0	0	45	139
CG8177	FBgn0036043	FBtr0076322	protein_coding	0	43	5	408	13	0	7	0	0	0	0	71	0	0	188	5	0	0	0	0	2	0	0	0	0	41	131
CG8177	FBgn0036043	FBtr0076323	protein_coding	0	47	6	403	16	0	7	0	0	0	0	68	0	0	184	6	0	0	0	0	3	0	0	0	0	44	131
CG8177	FBgn0036043	FBtr0076324	protein_coding	0	46	5	737	13	2	8	0	0	0	0	71	0	0	474	5	0	0	0	0	2	0	0	0	0	42	173
CG8177	FBgn0036043	FBtr0076325	protein_coding	0	48	5	735	13	2	10	0	0	0	0	71	0	0	472	5	0	0	0	0	4	0	0	0	0	42	173
CG8177	FBgn0036043	FBtr0076326	protein_coding	0	45	5	738	16	2	8	0	0	0	0	68	0	0	474	5	0	0	0	0	1	0	0	0	0	42	173
CG8177	FBgn0036043	FBtr0076327	protein_coding	0	49	6	733	13	2	8	0	0	0	0	71	0	0	470	6	0	0	0	0	2	0	0	0	0	45	173
CG8177	FBgn0036043	FBtr0301228	protein_coding	0	6	1	381	3	0	7	0	0	0	0	98	0	0	144	1	0	0	0	0	2	0	0	0	0	4	131
CG8177	FBgn0036043	FBtr0331848	protein_coding	0	47	6	735	16	2	19	0	0	0	0	68	0	0	462	6	0	0	0	0	4	0	0	0	0	42	173
CG8180	FBgn0034021	FBtr0087359	protein_coding	0	18	10	308	1	1	9	0	0	0	1	71	0	0	123	9	0	0	0	0	2	0	0	0	0	16	105
CG8180	FBgn0034021	FBtr0340003	protein_coding	0	18	10	308	1	1	9	0	0	0	1	71	0	0	123	9	0	0	0	0	2	0	0	0	0	16	105
CG8180	FBgn0034021	FBtr0345392	protein_coding	0	18	10	308	4	1	9	0	0	0	1	68	0	0	123	9	0	0	0	0	2	0	0	0	0	16	105
CG8184	FBgn0030674	FBtr0074082	protein_coding	0	54	13	79	1	0	2	0	0	0	1	35	0	0	24	12	0	0	0	0	3	0	0	0	0	51	20
CG8184	FBgn0030674	FBtr0339686	protein_coding	0	54	13	78	1	0	1	0	0	0	1	35	0	0	17	12	0	0	0	0	3	0	0	0	0	51	27
CG8184	FBgn0030674	FBtr0339687	protein_coding	0	54	13	80	3	0	2	0	0	0	1	34	0	0	24	12	0	0	0	0	3	0	0	0	0	51	20
CG8184	FBgn0030674	FBtr0339688	protein_coding	0	54	13	80	3	0	2	0	0	0	1	34	0	0	24	12	0	0	0	0	3	0	0	0	0	51	20
CG8184	FBgn0030674	FBtr0339689	protein_coding	0	54	13	80	3	0	2	0	0	0	1	34	0	0	24	12	0	0	0	0	3	0	0	0	0	51	20
CG8184	FBgn0030674	FBtr0339690	protein_coding	0	53	13	80	1	0	2	0	0	0	1	35	0	0	25	12	0	0	0	0	3	0	0	0	0	50	20
CG8184	FBgn0030674	FBtr0340304	protein_coding	0	54	13	80	3	0	2	0	0	0	1	34	0	0	24	12	0	0	0	0	3	0	0	0	0	51	20
CG8187	FBgn0034027	FBtr0087355	protein_coding	0	19	4	157	5	0	3	0	0	0	0	87	0	0	4	4	0	0	0	0	3	0	0	0	0	16	60
CG8188	FBgn0030863	FBtr0074476	protein_coding	0	1	0	148	10	0	3	0	0	0	0	75	0	0	4	0	0	0	0	0	0	0	0	0	0	1	56
CG8188	FBgn0030863	FBtr0100463	protein_coding	0	1	0	135	7	0	2	0	0	0	0	67	0	0	4	0	0	0	0	0	0	0	0	0	0	1	55
CG8188	FBgn0030863	FBtr0340633	protein_coding	0	1	0	146	10	0	2	0	0	0	0	75	0	0	4	0	0	0	0	0	0	0	0	0	0	1	55
CG8188	FBgn0030863	FBtr0346186	protein_coding	0	1	0	174	11	0	2	0	0	0	0	102	0	0	4	0	0	0	0	0	0	0	0	0	0	1	55
CG8191	FBgn0030675	FBtr0074083	protein_coding	0	0	3	86	7	0	0	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	0	0	41
CG8192	FBgn0034030	FBtr0087354	protein_coding	0	18	3	315	0	0	1	0	0	1	0	60	0	0	99	2	0	0	0	0	0	0	0	0	0	18	155
CG8195	FBgn0034032	FBtr0087353	protein_coding	0	20	4	343	5	0	16	0	0	0	0	139	0	0	24	4	0	0	0	0	5	0	0	0	0	16	163
CG8197	FBgn0033369	FBtr0088661	protein_coding	0	4	2	212	1	0	0	0	0	0	0	104	0	0	0	2	0	0	0	0	0	0	0	0	0	4	107
CG8197	FBgn0033369	FBtr0339286	protein_coding	0	5	2	213	5	0	0	0	0	0	0	101	0	0	0	2	0	0	0	0	1	0	0	0	0	4	107
CG8199	FBgn0037709	FBtr0082067	protein_coding	0	4	1	89	0	0	1	0	0	0	0	40	0	0	3	1	0	0	0	0	0	0	0	0	0	4	45
CG8202	FBgn0037622	FBtr0081914	protein_coding	0	6	12	110	4	0	0	0	0	0	0	60	0	0	10	12	0	0	0	0	1	0	0	0	0	5	37
CG8204	FBgn0034033	FBtr0087349	protein_coding	0	7	9	304	3	2	7	0	0	0	0	141	0	0	1	9	0	0	0	0	0	0	0	0	0	5	152
CG8204	FBgn0034033	FBtr0340005	protein_coding	0	6	9	301	3	1	1	0	0	0	0	141	0	0	1	9	0	0	0	0	0	0	0	0	0	5	155
CG8206	FBgn0030679	FBtr0074085	protein_coding	0	5	2	83	0	0	1	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	5	38
CG8206	FBgn0030679	FBtr0346187	protein_coding	0	5	2	85	0	0	1	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	0	0	5	38
CG8207	FBgn0034035	FBtr0087342	protein_coding	0	6	0	100	2	0	1	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	6	42
CG8209	FBgn0035830	FBtr0076753	protein_coding	0	6	3	252	6	0	0	0	0	0	0	156	0	0	1	3	0	0	0	0	1	0	0	0	0	5	89
CG8213	FBgn0033359	FBtr0273384	protein_coding	2	20	14	329	6	0	6	0	0	1	0	96	2	0	130	13	0	0	0	0	1	0	0	0	0	19	92
CG8213	FBgn0033359	FBtr0273385	protein_coding	2	20	14	321	6	0	4	0	0	1	0	96	2	0	130	13	0	0	0	0	1	0	0	0	0	19	86
CG8213	FBgn0033359	FBtr0339307	protein_coding	2	17	14	332	9	0	6	0	0	1	0	96	2	0	130	13	0	0	0	0	1	0	0	0	0	16	92
CG8216	FBgn0033358	FBtr0088671	protein_coding	0	3	3	171	2	0	1	0	0	0	0	48	0	0	76	3	0	0	0	0	1	0	0	0	0	2	45
CG8219	FBgn0035693	FBtr0077003	protein_coding	0	3	7	63	2	0	0	0	0	0	0	30	0	0	4	7	0	0	0	0	0	0	0	0	0	3	27
CG8223	FBgn0037624	FBtr0081915	protein_coding	0	4	4	184	2	0	2	0	0	0	0	51	0	0	45	4	0	0	0	0	1	0	0	0	0	4	84
CG8223	FBgn0037624	FBtr0308889	protein_coding	0	5	4	184	2	1	3	0	0	0	0	51	0	0	44	4	0	0	0	0	1	0	0	0	0	4	84
CG8229	FBgn0033356	FBtr0290278	protein_coding	1	4	6	76	2	0	2	0	0	0	0	38	0	0	1	6	0	0	0	0	1	1	0	0	0	3	34
CG8229	FBgn0033356	FBtr0290279	protein_coding	1	4	7	90	6	0	2	0	0	0	0	38	0	0	12	7	0	0	0	0	2	1	0	0	0	2	34
CG8230	FBgn0027607	FBtr0088674	protein_coding	0	4	1	121	8	0	0	0	0	0	0	61	0	0	0	1	0	0	0	0	0	0	0	0	0	4	52
CG8235	FBgn0033351	FBtr0088676	protein_coding	0	0	1	54	1	0	0	0	0	0	0	26	0	0	1	1	0	0	0	0	0	0	0	0	0	0	26
CG8236	FBgn0037626	FBtr0081916	protein_coding	0	7	0	126	0	0	0	0	0	0	0	55	0	0	3	0	0	0	0	0	0	0	0	0	0	7	68
CG8237	FBgn0033350	FBtr0088653	protein_coding	0	2	2	51	1	0	3	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	2	29
CG8239	FBgn0030683	FBtr0074087	protein_coding	1	9	5	146	4	0	0	1	0	0	0	66	0	0	14	5	0	0	0	0	0	0	0	1	0	9	62
CG8239	FBgn0030683	FBtr0346188	protein_coding	1	9	5	156	26	0	0	1	0	0	0	54	0	0	14	5	0	0	0	0	0	0	0	1	0	9	62
CG8243	FBgn0033349	FBtr0088652	protein_coding	0	6	3	61	3	0	0	0	0	1	1	20	0	0	1	1	0	0	0	0	0	0	0	0	0	6	37
CG8245	FBgn0033031	FBtr0086036	protein_coding	0	1	1	159	0	0	0	0	0	0	0	64	0	0	4	1	0	0	0	0	1	0	0	0	0	0	92
CG8248	FBgn0033347	FBtr0088678	protein_coding	0	2	3	71	2	0	4	0	0	0	0	34	0	0	1	3	0	0	0	0	0	0	0	0	0	2	30
CG8248	FBgn0033347	FBtr0339308	protein_coding	0	2	3	71	2	0	4	0	0	0	0	34	0	0	1	3	0	0	0	0	0	0	0	0	0	2	30
CG8249	FBgn0034045	FBtr0087310	protein_coding	0	35	11	351	4	0	2	0	0	0	0	137	0	0	34	11	0	0	0	0	2	0	0	0	0	33	175
CG8249	FBgn0034045	FBtr0308817	protein_coding	0	35	11	351	4	0	4	0	0	0	0	137	0	0	32	11	0	0	0	0	2	0	0	0	0	33	175
CG8249	FBgn0034045	FBtr0308818	protein_coding	0	35	11	375	65	0	2	0	0	0	0	100	0	0	34	11	0	0	0	0	2	0	0	0	0	33	175
CG8252	FBgn0033344	FBtr0088682	protein_coding	0	3	1	68	1	0	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	0	3	38
CG8257	FBgn0033900	FBtr0087580	protein_coding	0	5	2	99	0	0	0	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	0	5	61
CG8257	FBgn0033900	FBtr0339965	protein_coding	0	5	2	99	4	0	0	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	0	5	61
CG8258	FBgn0033342	FBtr0088683	protein_coding	0	1	0	91	1	0	2	0	0	0	0	46	0	0	4	0	0	0	0	0	0	0	0	0	0	1	38
CG8260	FBgn0030684	FBtr0074088	protein_coding	0	2	8	136	0	0	1	0	1	1	0	71	0	0	0	6	0	0	0	0	0	0	0	0	0	2	64
CG8260	FBgn0030684	FBtr0074089	protein_coding	0	4	6	136	0	0	1	0	0	1	1	71	0	0	0	4	0	0	0	0	0	0	0	0	0	4	64
CG8270	FBgn0035703	FBtr0303036	protein_coding	0	43	1	259	10	1	4	0	0	0	0	126	0	0	24	1	0	0	0	0	6	0	0	0	0	36	101
CG8272	FBgn0033337	FBtr0088686	protein_coding	0	4	3	78	6	0	0	0	0	0	0	29	0	0	3	3	0	0	0	0	1	0	0	0	0	3	41
CG8272	FBgn0033337	FBtr0330246	protein_coding	0	4	3	78	6	0	0	0	0	0	0	29	0	0	3	3	0	0	0	0	1	0	0	0	0	3	41
CG8273	FBgn0037716	FBtr0082072	protein_coding	0	8	5	114	11	0	1	0	0	0	0	63	0	0	1	5	0	0	0	0	0	0	0	0	0	8	38
CG8273	FBgn0037716	FBtr0334655	protein_coding	0	9	5	112	9	0	1	0	0	0	0	63	0	0	1	5	0	0	0	0	1	0	0	0	0	8	38
CG8281	FBgn0035824	FBtr0076748	protein_coding	0	18	2	257	4	1	4	0	0	0	0	61	0	0	0	2	0	0	0	0	0	0	0	0	0	17	188
CG8289	FBgn0030854	FBtr0074484	protein_coding	0	2	0	48	4	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19
CG8289	FBgn0030854	FBtr0340623	protein_coding	0	2	0	48	4	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	19
CG8292	FBgn0032004	FBtr0079632	protein_coding	0	10	4	201	4	0	4	0	0	0	0	79	0	0	0	4	0	0	0	0	0	0	0	0	0	10	114
CG8297	FBgn0034050	FBtr0087290	protein_coding	0	14	2	188	0	0	3	0	0	0	0	92	0	0	4	2	0	0	0	0	1	0	0	0	0	13	90
CG8298	FBgn0033673	FBtr0088043	protein_coding	0	12	4	164	2	1	1	0	0	0	0	98	0	0	18	4	0	0	0	0	3	0	0	0	0	9	47
CG8298	FBgn0033673	FBtr0306003	protein_coding	0	12	4	182	8	1	1	0	0	0	0	110	0	0	18	4	0	0	0	0	3	0	0	0	0	9	47
CG8299	FBgn0034052	FBtr0087291	protein_coding	0	16	0	242	1	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	16	155
CG8300	FBgn0029937	FBtr0071015	protein_coding	0	0	0	180	3	0	2	0	0	0	0	116	0	0	1	0	0	0	0	0	0	0	0	0	0	0	58
CG8301	FBgn0037717	FBtr0082073	protein_coding	0	5	11	136	13	0	10	2	1	0	1	41	0	0	34	7	0	0	0	0	1	0	0	0	0	5	38
CG8303	FBgn0034143	FBtr0340064	protein_coding	0	13	1	434	3	0	1	0	0	0	0	141	0	0	163	1	0	0	0	0	1	0	0	0	0	12	127
CG8303	FBgn0034143	FBtr0340065	protein_coding	0	13	1	441	3	0	2	0	0	0	0	141	0	0	164	1	0	0	0	0	1	0	0	0	0	12	132
CG8306	FBgn0034142	FBtr0087120	protein_coding	0	42	0	406	3	0	5	0	0	0	0	210	0	0	98	0	0	0	0	0	5	0	0	0	0	38	94
CG8311	FBgn0034141	FBtr0087121	protein_coding	0	39	17	377	20	0	3	0	0	0	0	169	0	0	13	17	0	0	0	0	3	0	0	0	0	36	174
CG8312	FBgn0037720	FBtr0082075	protein_coding	0	14	8	549	5	0	14	0	0	1	1	31	0	0	457	6	0	0	0	0	1	0	0	0	0	13	43
